epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy,loss_fn,Test_f1,Test_acc
1,1.1327648583161403,0.26090206284600165,0.7059410883674488,0.34173214064518415,0.7352647352647352,LabelSmoothing,0.769790654695191,0.8782435129740519
2,1.0025387100014553,0.4771393108933285,0.7652271592611083,0.4543621356785373,0.7852147852147852,LabelSmoothing,0.769790654695191,0.8782435129740519
3,0.944982462432755,0.5665980697181199,0.7863205192211683,0.638612872511625,0.7972027972027972,LabelSmoothing,0.769790654695191,0.8782435129740519
4,0.9162331325599397,0.6127332685798946,0.800798801797304,0.656257490811865,0.8181818181818182,LabelSmoothing,0.769790654695191,0.8782435129740519
5,0.8822060949298965,0.658947741904964,0.8172740888666999,0.7073872061312159,0.8411588411588412,LabelSmoothing,0.769790654695191,0.8782435129740519
6,0.8592454427741913,0.690634085494864,0.8271342985521717,0.6129501563177068,0.7862137862137862,LabelSmoothing,0.769790654695191,0.8782435129740519
7,0.8469727523773315,0.7161111002042793,0.8384922616075886,0.7126600795480138,0.8341658341658341,LabelSmoothing,0.769790654695191,0.8782435129740519
8,0.8206664729878247,0.7223306794639027,0.8483524712930605,0.6985832711076879,0.8341658341658341,LabelSmoothing,0.769790654695191,0.8782435129740519
9,0.807903341088162,0.7509644446476579,0.8569645531702447,0.7668628417687581,0.8541458541458542,LabelSmoothing,0.769790654695191,0.8782435129740519
10,0.7892317534442916,0.7699710861575644,0.8648277583624563,0.6619790615285608,0.8201798201798202,LabelSmoothing,0.769790654695191,0.8782435129740519
11,0.7875950524056575,0.7622103825603915,0.8632051922116825,0.7255551797192987,0.8471528471528471,LabelSmoothing,0.769790654695191,0.8782435129740519
12,0.7652664509902437,0.7877710394542969,0.8765601597603595,0.740442263304127,0.8451548451548452,LabelSmoothing,0.769790654695191,0.8782435129740519
13,0.7500695723936377,0.798754592377032,0.8829256115826261,0.7285769491199645,0.8471528471528471,LabelSmoothing,0.769790654695191,0.8782435129740519
14,0.7414788352065828,0.8178233406807472,0.8872940589116326,0.7586528462808493,0.8621378621378621,LabelSmoothing,0.769790654695191,0.8782435129740519
15,0.729454818474819,0.8289801279321176,0.894283574638043,0.7455543987146136,0.8561438561438561,LabelSmoothing,0.769790654695191,0.8782435129740519
16,0.714206437428159,0.8413658957305868,0.9023964053919121,0.7510812319471933,0.8611388611388612,LabelSmoothing,0.769790654695191,0.8782435129740519
17,0.701789997488379,0.8562669454856716,0.9075137294058911,0.7874834249487327,0.8691308691308691,LabelSmoothing,0.769790654695191,0.8782435129740519
18,0.6986204841697359,0.8580269097453156,0.9101347978032951,0.728733563587638,0.8401598401598401,LabelSmoothing,0.769790654695191,0.8782435129740519
19,0.6905946080903133,0.8617241922781309,0.913754368447329,0.768524160658895,0.8571428571428571,LabelSmoothing,0.769790654695191,0.8782435129740519
20,0.6883197930229612,0.8750717334011214,0.9143784323514728,0.7601419839760217,0.8601398601398601,LabelSmoothing,0.769790654695191,0.8782435129740519
21,0.6682601879792385,0.8886945788283148,0.9259860209685472,0.7938822605243177,0.8751248751248751,LabelSmoothing,0.769790654695191,0.8782435129740519
22,0.6748443440612094,0.8756051323730754,0.9207438841737394,0.7989508757547268,0.8741258741258742,LabelSmoothing,0.769790654695191,0.8782435129740519
23,0.6627392419780868,0.8930219917662857,0.9309785322016975,0.7879619194214388,0.8741258741258742,LabelSmoothing,0.769790654695191,0.8782435129740519
24,0.6535585762495064,0.9024725814427456,0.9340988517224164,0.8127994587519433,0.8831168831168831,LabelSmoothing,0.769790654695191,0.8782435129740519
25,0.6532415605161295,0.8963843666447392,0.9344732900649027,0.7830331888210706,0.8801198801198801,LabelSmoothing,0.769790654695191,0.8782435129740519
26,0.6397273395640917,0.9061593566859603,0.9389665501747378,0.7526531407417011,0.8611388611388612,LabelSmoothing,0.769790654695191,0.8782435129740519
27,0.6346101430782759,0.9074535505621625,0.9407139291063404,0.7866628590775446,0.8751248751248751,LabelSmoothing,0.769790654695191,0.8782435129740519
28,0.6329483539459715,0.9131298094430293,0.942461308037943,0.8095170120501117,0.8661338661338661,LabelSmoothing,0.769790654695191,0.8782435129740519
29,0.6261180007600214,0.9091613320078219,0.9449575636545182,0.8178122633732362,0.8761238761238761,LabelSmoothing,0.769790654695191,0.8782435129740519
30,0.6212270200490002,0.9256807573443162,0.9508237643534698,0.7699867484803963,0.8621378621378621,LabelSmoothing,0.769790654695191,0.8782435129740519
31,0.6234421967510209,0.9224516186850593,0.9463305042436345,0.7740099546954892,0.8691308691308691,LabelSmoothing,0.769790654695191,0.8782435129740519
32,0.6179562880698428,0.9184085275073368,0.9500748876684972,0.7845710456873382,0.8611388611388612,LabelSmoothing,0.769790654695191,0.8782435129740519
33,0.6168729800627051,0.9276628873705446,0.949201198202696,0.783416145305662,0.8731268731268731,LabelSmoothing,0.769790654695191,0.8782435129740519
34,0.6061894793909385,0.9347081087076932,0.9605591612581128,0.8098904265778538,0.8801198801198801,LabelSmoothing,0.769790654695191,0.8782435129740519
35,0.6090208365622745,0.9287722675760531,0.9523215177234149,0.7678870663473253,0.8651348651348651,LabelSmoothing,0.769790654695191,0.8782435129740519
36,0.5953223474947105,0.9434676904019265,0.9609335996005991,0.8274434861556326,0.8961038961038961,LabelSmoothing,0.769790654695191,0.8782435129740519
37,0.5984699536129773,0.9406089997285632,0.9620569146280579,0.7608468384925529,0.8511488511488512,LabelSmoothing,0.769790654695191,0.8782435129740519
38,0.5935473349464842,0.9402213341774621,0.9625561657513729,0.7934730770589777,0.8731268731268731,LabelSmoothing,0.769790654695191,0.8782435129740519
39,0.6021444721525884,0.9308698924339127,0.9566899650524213,0.8228936452192279,0.8921078921078921,LabelSmoothing,0.769790654695191,0.8782435129740519
40,0.5913146399406798,0.9415372586049872,0.9634298552171743,0.7803091414668053,0.8541458541458542,LabelSmoothing,0.769790654695191,0.8782435129740519
41,0.5942483413741884,0.9371144504234399,0.9600599101347979,0.8273773639058024,0.8981018981018981,LabelSmoothing,0.769790654695191,0.8782435129740519
42,0.5881062062138105,0.9494627227916116,0.9655516724912631,0.7956824797047206,0.8851148851148851,LabelSmoothing,0.769790654695191,0.8782435129740519
43,0.5875622238295962,0.9444761642441079,0.963055416874688,0.7790385746650347,0.8731268731268731,LabelSmoothing,0.769790654695191,0.8782435129740519
44,0.5899683115966766,0.9454518843542955,0.9629306040938592,0.8291603819755086,0.8901098901098901,LabelSmoothing,0.769790654695191,0.8782435129740519
45,0.585246245462106,0.9471464316653729,0.9650524213679481,0.8330329418345296,0.8901098901098901,LabelSmoothing,0.769790654695191,0.8782435129740519
46,0.589099872872174,0.9423834008646076,0.9621817274088866,0.7818645137317978,0.8731268731268731,LabelSmoothing,0.769790654695191,0.8782435129740519
47,0.5815219297352066,0.9460808149667532,0.967174238642037,0.7968604283311237,0.8771228771228772,LabelSmoothing,0.769790654695191,0.8782435129740519
48,0.5791050112579923,0.9485735251928101,0.9672990514228657,0.8026124182320059,0.8831168831168831,LabelSmoothing,0.769790654695191,0.8782435129740519
49,0.579783105992701,0.9503784876289271,0.9670494258612082,0.7930982547011058,0.8751248751248751,LabelSmoothing,0.769790654695191,0.8782435129740519
50,0.569847598968749,0.9608800163668495,0.9740389415876186,0.7991598940486979,0.8901098901098901,LabelSmoothing,0.769790654695191,0.8782435129740519
