epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy,loss_fn,Test_f1,Test_acc
1,0.3644960784312501,0.36021283633651763,0.6982026959560659,0.46423144805107663,0.7682317682317682,FocalLoss,0.7764699488637081,0.8582834331337326
2,0.3130601670192295,0.4127486790490927,0.7333999001497753,0.42330072394650886,0.7182817182817183,FocalLoss,0.7764699488637081,0.8582834331337326
3,0.24190513836405428,0.42929962049078785,0.735646530204693,0.5752897638541273,0.7862137862137862,FocalLoss,0.7764699488637081,0.8582834331337326
4,0.16495027734463907,0.5192367363766437,0.7614827758362457,0.621456473341943,0.7992007992007992,FocalLoss,0.7764699488637081,0.8582834331337326
5,0.12965063349273337,0.584036433985937,0.7830753869196205,0.6087191698361031,0.7972027972027972,FocalLoss,0.7764699488637081,0.8582834331337326
6,0.12284935699159881,0.5990363930383286,0.7913130304543186,0.6794585985642935,0.8031968031968032,FocalLoss,0.7764699488637081,0.8582834331337326
7,0.10055896852061567,0.6390409913136424,0.8076635047428856,0.6362376740991245,0.8061938061938062,FocalLoss,0.7764699488637081,0.8582834331337326
8,0.09993491646651906,0.6538754728852731,0.8116575137294059,0.6998651802583701,0.8301698301698301,FocalLoss,0.7764699488637081,0.8582834331337326
9,0.08466030647458724,0.6673035166526239,0.822890664003994,0.7403026198364638,0.8451548451548452,FocalLoss,0.7764699488637081,0.8582834331337326
10,0.07270421926674259,0.6989870293990974,0.832126809785322,0.7374820417044835,0.8461538461538461,FocalLoss,0.7764699488637081,0.8582834331337326
11,0.06917253031907418,0.7226186885572068,0.8371193210184723,0.7490634048251232,0.8371628371628371,FocalLoss,0.7764699488637081,0.8582834331337326
12,0.06509904100455759,0.7225959771285659,0.84036445332002,0.709091693768804,0.8361638361638362,FocalLoss,0.7764699488637081,0.8582834331337326
13,0.0625807872845372,0.7202450746148485,0.841862206689965,0.7401703768073086,0.8471528471528471,FocalLoss,0.7764699488637081,0.8582834331337326
14,0.06704325952884403,0.7167800474457379,0.8391163255117324,0.6446946929137838,0.7142857142857143,FocalLoss,0.7764699488637081,0.8582834331337326
