epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy,Test_f1,Test_acc
1.0,2.385580906442776,0.4597873973656822,0.3901148277583625,0.5904002785248874,0.5544041450777202,0.7724793373319546,0.7824074074074074
2.0,1.45787015500342,0.6088682485596106,0.6,0.6353961391418644,0.6269430051813472,0.7724793373319546,0.7824074074074074
3.0,1.2241965832224317,0.6469785420167173,0.655416874687968,0.6519098872807187,0.6580310880829016,0.7724793373319546,0.7824074074074074
4.0,1.1031244791996706,0.6630610395660396,0.6742885671492761,0.6683397587289917,0.6787564766839378,0.7724793373319546,0.7824074074074074
5.0,1.0194114078382017,0.6766208922130339,0.6876684972541188,0.6682032116076114,0.6683937823834197,0.7724793373319546,0.7824074074074074
6.0,0.9224119801430186,0.6984137856923588,0.7100349475786321,0.6670475871309393,0.6787564766839378,0.7724793373319546,0.7824074074074074
7.0,0.8969384857044098,0.6973611124563718,0.708337493759361,0.672366160821966,0.6839378238341969,0.7724793373319546,0.7824074074074074
8.0,0.8291253470311499,0.7139167398775322,0.7252121817274089,0.6905277057016509,0.6994818652849741,0.7724793373319546,0.7824074074074074
9.0,0.7774368370794187,0.7279528625868481,0.7373939091362955,0.704544812686254,0.7150259067357513,0.7724793373319546,0.7824074074074074
10.0,0.7657075201629833,0.7314125039869552,0.7401897154268597,0.7201072629760931,0.7253886010362695,0.7724793373319546,0.7824074074074074
11.0,0.7356558480080525,0.7402514812550676,0.7499750374438342,0.7119241763874222,0.7202072538860104,0.7724793373319546,0.7824074074074074
12.0,0.7024645788274753,0.7496124156916807,0.7596605092361458,0.7216835266058064,0.7253886010362695,0.7724793373319546,0.7824074074074074
13.0,0.6827651987409895,0.7514380667831487,0.7605591612581128,0.7406633310974228,0.7461139896373057,0.7724793373319546,0.7824074074074074
14.0,0.6688614628117555,0.7559149370841519,0.764053919121318,0.7398149016481842,0.7461139896373057,0.7724793373319546,0.7824074074074074
15.0,0.6518251734554388,0.7598168358671186,0.7685471792311532,0.7388238996794099,0.7409326424870466,0.7724793373319546,0.7824074074074074
16.0,0.6295675109526154,0.7715083778593873,0.7779331003494758,0.7397407257628292,0.7512953367875648,0.7724793373319546,0.7824074074074074
17.0,0.6077950695517716,0.778142364925743,0.7862206689965052,0.7374989059655511,0.7512953367875648,0.7724793373319546,0.7824074074074074
18.0,0.6083714743708349,0.7801394740329106,0.7869196205691463,0.746243051471204,0.7564766839378239,0.7724793373319546,0.7824074074074074
19.0,0.5904428541280662,0.7791890461708878,0.7871193210184723,0.7586241456119553,0.7668393782383419,0.7724793373319546,0.7824074074074074
20.0,0.5752796595263633,0.791532459583928,0.7981028457314029,0.740514966337326,0.7512953367875648,0.7724793373319546,0.7824074074074074
21.0,0.568961344327137,0.7893794642420598,0.7967049425861208,0.74803876562582,0.7564766839378239,0.7724793373319546,0.7824074074074074
22.0,0.5367982751055128,0.7950186961735314,0.8018971542685971,0.7489697553922161,0.7616580310880829,0.7724793373319546,0.7824074074074074
23.0,0.5293329779509526,0.7978075411604242,0.8041937094358462,0.7568916746372195,0.7668393782383419,0.7724793373319546,0.7824074074074074
24.0,0.5054978185398563,0.8062037507182093,0.8119820269595607,0.77155484875763,0.7772020725388601,0.7724793373319546,0.7824074074074074
25.0,0.5150941904563053,0.8045540415290597,0.8115826260609086,0.7640133800496285,0.772020725388601,0.7724793373319546,0.7824074074074074
26.0,0.49475732141998924,0.8144729650488034,0.8200698951572641,0.7595992624218681,0.7668393782383419,0.7724793373319546,0.7824074074074074
27.0,0.48294137959267686,0.8175206653540465,0.8237643534697953,0.7666479722794135,0.772020725388601,0.7724793373319546,0.7824074074074074
28.0,0.47689015669807505,0.8204312335970156,0.8259610584123814,0.766158655065578,0.7668393782383419,0.7724793373319546,0.7824074074074074
29.0,0.46346163142258956,0.8226752769836403,0.8277583624563155,0.7757971618429189,0.7823834196891192,0.7724793373319546,0.7824074074074074
30.0,0.4618990018868902,0.8257466457251297,0.8307538691962056,0.759607719049346,0.7668393782383419,0.7724793373319546,0.7824074074074074
31.0,0.4419996858022775,0.8293510814042229,0.8347478781827259,0.7745212560412766,0.7823834196891192,0.7724793373319546,0.7824074074074074
32.0,0.4409200641190171,0.8332683869512295,0.8380429355966051,0.7875707644954105,0.7927461139896373,0.7724793373319546,0.7824074074074074
33.0,0.43305153793590084,0.8332791194992244,0.8375436844732901,0.7565257912372731,0.7668393782383419,0.7724793373319546,0.7824074074074074
34.0,0.4269736897983369,0.8394437790444305,0.8442336495257114,0.7698000211442124,0.7772020725388601,0.7724793373319546,0.7824074074074074
35.0,0.41078171162468613,0.8435238707123343,0.8483275087368947,0.7552469524429293,0.7668393782383419,0.7724793373319546,0.7824074074074074
36.0,0.40239771479254316,0.8482281821706621,0.8524213679480779,0.7861498150158431,0.7875647668393783,0.7724793373319546,0.7824074074074074
37.0,0.40411579276725745,0.8485271222307041,0.8527209186220669,0.7797592154138923,0.7823834196891192,0.7724793373319546,0.7824074074074074
38.0,0.3968445655836421,0.8465585538357774,0.8505242136794808,0.7780120463455804,0.7823834196891192,0.7724793373319546,0.7824074074074074
39.0,0.3838977321128177,0.8516454004978187,0.8558162755866201,0.7737310597814256,0.7823834196891192,0.7724793373319546,0.7824074074074074
40.0,0.3698382261832049,0.8590699262209184,0.8628057913130305,0.7782684134501416,0.7875647668393783,0.7724793373319546,0.7824074074074074
41.0,0.36982219111008247,0.856910794651821,0.8606090863704443,0.7852925808855317,0.7927461139896373,0.7724793373319546,0.7824074074074074
42.0,0.36832833982956636,0.8587532895328877,0.8620069895157264,0.7759822190852526,0.7823834196891192,0.7724793373319546,0.7824074074074074
43.0,0.35301583872479236,0.8645555819703021,0.8679980029955068,0.7742538339738777,0.7823834196891192,0.7724793373319546,0.7824074074074074
44.0,0.3552522583372274,0.8640481468770222,0.8670993509735397,0.7599966900485035,0.772020725388601,0.7724793373319546,0.7824074074074074
45.0,0.3397619996670705,0.8681110034667536,0.871193210184723,0.7810882131516085,0.7875647668393783,0.7724793373319546,0.7824074074074074
46.0,0.338479122823211,0.8736512558588791,0.8765851223165252,0.7810573642679811,0.7927461139896373,0.7724793373319546,0.7824074074074074
47.0,0.3243669049375376,0.8795201926617082,0.8822765851223165,0.7565263415294468,0.7668393782383419,0.7724793373319546,0.7824074074074074
48.0,0.31875974428691684,0.8772913061320589,0.8794807788317524,0.7709970474676356,0.7823834196891192,0.7724793373319546,0.7824074074074074
49.0,0.3095070468202518,0.8847484733576776,0.8867698452321517,0.7870807165934345,0.7927461139896373,0.7724793373319546,0.7824074074074074
50.0,0.31534582428681623,0.8783654828884566,0.8808786819770345,0.8035751322002154,0.8082901554404145,0.7724793373319546,0.7824074074074074
