epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy,Test_f1,Test_acc
27.0,0.9325902469598564,0.8016353665339631,0.8112830753869196,0.7753007938926866,0.7823834196891192,0.7722051440724349,0.7883597883597884
28.0,0.9242951638379674,0.802920081129039,0.8129805292061907,0.7512725145777368,0.7668393782383419,0.7722051440724349,0.7883597883597884
29.0,0.906645011370349,0.8095720535615555,0.8200698951572641,0.7665932563829545,0.7772020725388601,0.7722051440724349,0.7883597883597884
30.0,0.8983904992698863,0.8190740491594105,0.8275586620069895,0.776061097923716,0.7875647668393783,0.7722051440724349,0.7883597883597884
31.0,0.8947790025905439,0.8164803607676271,0.8251622566150774,0.7683774085955951,0.7823834196891192,0.7722051440724349,0.7883597883597884
32.0,0.8904358490257506,0.8178634510521764,0.8274588117823265,0.7791794123199824,0.7823834196891192,0.7722051440724349,0.7883597883597884
33.0,0.8797102076992108,0.821334736536297,0.8302546180728907,0.7522822600542809,0.7616580310880829,0.7722051440724349,0.7883597883597884
34.0,0.8770332363001101,0.8294871652793914,0.8379430853719421,0.7612023212337006,0.772020725388601,0.7722051440724349,0.7883597883597884
35.0,0.8695542235283336,0.8287136988658103,0.836844732900649,0.7883273716022878,0.7979274611398963,0.7722051440724349,0.7883597883597884
36.0,0.8617145912662433,0.834302437999951,0.8413379930104843,0.765804938662708,0.7772020725388601,0.7722051440724349,0.7883597883597884
37.0,0.859086972892664,0.8319910911350451,0.8400399400898652,0.7528170099130026,0.7564766839378239,0.7722051440724349,0.7883597883597884
38.0,0.8523243194932391,0.8372293576808892,0.8445332001997005,0.7659248696756983,0.7772020725388601,0.7722051440724349,0.7883597883597884
39.0,0.8498057328212033,0.8414347918614347,0.8483275087368947,0.7669593068556799,0.7772020725388601,0.7722051440724349,0.7883597883597884
40.0,0.8394633911217854,0.8470244029865623,0.853220169745382,0.7601150009334091,0.772020725388601,0.7722051440724349,0.7883597883597884
41.0,0.8370227046832917,0.8444128988135231,0.8511233150274589,0.774696557260437,0.7875647668393783,0.7722051440724349,0.7883597883597884
42.0,0.8292830301697847,0.8489835873432893,0.855317024463305,0.7678763278677581,0.7772020725388601,0.7722051440724349,0.7883597883597884
43.0,0.8194531957814648,0.854503432299246,0.8604093859211184,0.762128945765917,0.772020725388601,0.7722051440724349,0.7883597883597884
44.0,0.8205786427115179,0.8523141686680977,0.8581128307538692,0.76702346720786,0.7772020725388601,0.7722051440724349,0.7883597883597884
45.0,0.8117988914441151,0.8583318207116518,0.8631053419870195,0.7793180201897055,0.7875647668393783,0.7722051440724349,0.7883597883597884
46.0,0.8091518708095429,0.8577678781235187,0.8631053419870195,0.7689919831912202,0.7772020725388601,0.7722051440724349,0.7883597883597884
47.0,0.803385764929899,0.865554798194313,0.8703944083874189,0.7751770942901295,0.7823834196891192,0.7722051440724349,0.7883597883597884
48.0,0.7966246707424237,0.8628985344978555,0.8680978532201697,0.7692973480371107,0.772020725388601,0.7722051440724349,0.7883597883597884
49.0,0.7952506796569582,0.8655251949655451,0.8701947079380928,0.7707807127251755,0.7772020725388601,0.7722051440724349,0.7883597883597884
50.0,0.7892195267282474,0.8722926439413923,0.8766849725411883,0.775676609744123,0.7772020725388601,0.7722051440724349,0.7883597883597884
