epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy,loss_fn,Test_f1,Test_acc
1,1.145101185101437,0.24577926986379034,0.70381927109336,0.3263830130534689,0.7412587412587412,LabelSmoothing,0.7631426894189544,0.8642714570858283
2,1.030599290631207,0.44013214616739216,0.7517473789316026,0.5162471142896105,0.7802197802197802,LabelSmoothing,0.7631426894189544,0.8642714570858283
3,0.9639932233023929,0.5379245395080515,0.7758362456315526,0.5114797201761032,0.7622377622377622,LabelSmoothing,0.7631426894189544,0.8642714570858283
4,0.9250577825949011,0.606077976925487,0.7940589116325512,0.6471698204083483,0.8121878121878122,LabelSmoothing,0.7631426894189544,0.8642714570858283
5,0.8979577904203498,0.6545711458917463,0.8150274588117823,0.5936182331120773,0.7992007992007992,LabelSmoothing,0.7631426894189544,0.8642714570858283
6,0.8742142250813336,0.6578174112308693,0.8173989016475287,0.6817486994733347,0.8161838161838162,LabelSmoothing,0.7631426894189544,0.8642714570858283
7,0.8581558834034133,0.6803644550361707,0.8256365451822266,0.6732413261720602,0.8131868131868132,LabelSmoothing,0.7631426894189544,0.8642714570858283
8,0.8300407904077811,0.7253044900344529,0.8484772840738891,0.659147276542236,0.8271728271728271,LabelSmoothing,0.7631426894189544,0.8642714570858283
9,0.8160932536619118,0.7352111526865812,0.8517224163754369,0.6952694027531301,0.8261738261738262,LabelSmoothing,0.7631426894189544,0.8642714570858283
10,0.8119790430562904,0.7486868953232563,0.8545931103344983,0.731482843614103,0.8421578421578422,LabelSmoothing,0.7631426894189544,0.8642714570858283
11,0.7981989310082211,0.7547001769168808,0.8585871193210185,0.7087023917862123,0.8351648351648352,LabelSmoothing,0.7631426894189544,0.8642714570858283
12,0.7725585212270577,0.7903663113460863,0.8724413379930105,0.7534603216051068,0.8561438561438561,LabelSmoothing,0.7631426894189544,0.8642714570858283
13,0.7602736781317875,0.795937535570635,0.8793060409385921,0.7305573198998951,0.8471528471528471,LabelSmoothing,0.7631426894189544,0.8642714570858283
14,0.757356221932339,0.7908414560691883,0.8781827259111333,0.6996983968326733,0.8201798201798202,LabelSmoothing,0.7631426894189544,0.8642714570858283
15,0.7457575864525905,0.8042785861472812,0.8837993010484274,0.7520746079958923,0.8481518481518482,LabelSmoothing,0.7631426894189544,0.8642714570858283
16,0.7355776547910683,0.8210820497586185,0.8909136295556666,0.7759638774193698,0.8691308691308691,LabelSmoothing,0.7631426894189544,0.8642714570858283
