epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy,Test_f1,Test_acc
1.0,0.005662276165718536,0.04226762820512821,0.0625,0.03985650501082295,0.05960134201697257,0.03529589242777265,0.05013352755523185
