epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy,Test_f1,Test_acc
1.0,0.0131196975708007,0.0782608695652173,0.1875,0.0967306592306592,0.3264248704663212,0.1325989689862505,0.375
2.0,0.01279145764847533,0.09076109076109076,0.28125,0.11096971839283609,0.39378238341968913,0.1325989689862505,0.375
