epoch,train_loss,train_f1,train_accuracy,val_f1,val_accuracy
1.0,0.6109688998982549,0.2294974474357367,0.6589116325511732,0.3150851180166723,0.7512953367875648
2.0,0.2639137290346737,0.2629093586552463,0.7246130803794308,0.3782135407751171,0.7875647668393783
3.0,0.1823281301810337,0.3970605216070823,0.7597603594608088,0.4929636045399592,0.8186528497409327
4.0,0.146566596435615,0.4999482914269638,0.780229655516725,0.5587664810844355,0.8341968911917098
5.0,0.1204485452344147,0.5556145599693315,0.799500748876685,0.5783420040942405,0.8238341968911918
6.0,0.1002089981311045,0.6242471174695912,0.8114827758362456,0.5221222207429104,0.7979274611398963
7.0,0.0891688116989768,0.6504431458354955,0.8204692960559161,0.5452332525503257,0.7927461139896373
8.0,0.0758825225023606,0.6873268280024544,0.8345481777334,0.5476648858708659,0.7927461139896373
9.0,0.0643126268710453,0.7048129676994118,0.8408387418871692,0.7115522427409015,0.8031088082901554
10.0,0.0585418777576031,0.7124756436182789,0.8467299051422865,0.5588204273957645,0.7979274611398963
11.0,0.0514949804243331,0.736341788029909,0.855017473789316,0.5627566201577908,0.7979274611398963
12.0,0.0462951805891123,0.7561845816598526,0.8629056415376934,0.6044549604151934,0.8238341968911918
13.0,0.0407016857232624,0.7692584673964384,0.872890664003994,0.6926419626648459,0.8341968911917098
14.0,0.0365421290040022,0.7753428981564067,0.8740888666999501,0.7038571428571428,0.844559585492228
15.0,0.0316838908043449,0.7925668806046954,0.8830753869196206,0.6014256654410326,0.8393782383419689
16.0,0.0286047280258008,0.797929934669609,0.8879680479281078,0.7017925798980578,0.8341968911917098
17.0,0.0248011714768054,0.8127884236032321,0.8961557663504743,0.6912172312878303,0.844559585492228
18.0,0.022295814866130165,0.821086408167081,0.8989515726410384,0.6995807114532214,0.8341968911917098
