epoch,loss,val_loss
1.0,4.006074443792763,8.974085126604352
2.0,1.909870234541238,22.44821172101157
3.0,1.5934865807953733,5.778174264090402
4.0,1.2087395726777497,5.375850966998509
5.0,1.1482999295519944,14.52962505178792
6.0,0.929562361524128,2.3250094822474887
7.0,1.0324187773985032,4.829123752457755
7.0,0.7935192226387632,3.564286538532802
8.0,0.7839436915378791,3.36298714365278
9.0,0.7619994465952007,1.8224899428231376
10.0,0.6461791032538436,2.441512448447092
11.0,0.6075252911534172,2.440039191927229
12.0,0.6175856304060394,6.9100969178336005
13.0,0.6690612728008256,6.798981291907174
14.0,0.5964765832595789,4.441613163266863
15.0,0.5161972934746156,2.685641935893468
16.0,0.6284465748331727,1.997267714568547
17.0,0.4862922714835705,2.2080951077597484
18.0,0.5571682596022781,2.01038988998958
19.0,0.4862597021586693,1.7943809373038155
20.0,0.4406524988891074,2.535846608025687
21.0,0.5331432797124805,2.145605683326721
22.0,0.4891201785851877,1.6971273251942225
23.0,0.4412488171469254,2.104261483464922
24.0,0.4615934878742447,1.6873982633863176
25.0,0.5102526952569096,2.1329319136483327
26.0,0.4867287496322046,1.5160774673734392
27.0,0.43628778231862825,1.9566699436732702
