epoch,loss,val_loss
1.0,0.2824755842312456,20.834627287728445
2.0,0.2699319455570306,20.58739852905273
3.0,0.2385288518838608,21.520157950265062
4.0,0.2153192343422399,22.5492730821882
5.0,0.2087894415322203,36.82309491293771
6.0,0.1706752716161953,27.09438623700823
7.0,0.1550801097394559,64.29182583945138
8.0,0.1384864660878531,20.1607050214495
9.0,0.1327469615509715,128.7177848815918
10.0,0.1062445747204862,25.558243342808314
11.0,0.0843326870244912,12.129982539585658
12.0,0.0744800460986055,12.83466046197074
13.0,0.0651449623961037,6.644038472856794
14.0,0.0512612422053425,9.150928769792827
15.0,0.0443437518403172,153.51385702405656
16.0,0.0411091871535816,209.98983880451743
17.0,0.0353952413930679,6.478060381753104
18.0,0.0343033619962942,98.43723320961
19.0,0.0283015048541961,4.020722797938755
20.0,0.0295676171970062,5.105479853493827
21.0,0.0252276967508724,15.456707681928362
22.0,0.0237791721051493,7.034312691007342
23.0,0.0232348023131251,5.315927880150931
24.0,0.0223023921917802,29.79468607902527
25.0,0.0243155491618683,7.5425920486450195
26.0,0.0221323410923869,40.362920096942354
27.0,0.0216871282924859,60.10684578759329
28.0,0.0211792936721168,50.77365279197693
29.0,0.021237502082849,2.716206823076521
30.0,0.0222416857180123,19.24236515590123
31.0,0.0204349965714037,37.122046845299856
32.0,0.0202743717656729,3.679602997643607
33.0,0.0204695329879419,3.9091574464525496
34.0,0.02088738325685739,43.66727944782802
