loss,val_loss
0.09800981709583333,0.4231579280088818
0.09610629625144448,0.4231579280088818
0.0913520925129862,0.4231579280088818
0.09451518635208944,0.4231579280088818
0.09359309149941289,0.4231579280088818
0.09448982652662177,0.4231579280088818
0.06836828139605487,0.4231579280088818
0.0813264611441052,0.4231579280088818
0.09488494854547506,0.4231579280088818
0.059343629817903205,0.4231579280088818
0.08257764130275357,0.4231579280088818
0.05942392310457382,0.4231579280088818
0.07027857416760236,0.4231579280088818
0.1000340186781621,0.4231579280088818
0.07511690896226138,0.4231579280088818
0.06445004142701637,0.4231579280088818
0.08074429904554128,0.4231579280088818
0.06869844188222632,0.4231579280088818
0.06258716295539138,0.4231579280088818
0.06675365528850576,0.4231579280088818
0.07004915786683523,0.4231579280088818
0.07330524329368797,0.4231579280088818
0.08007927407621661,0.4231579280088818
0.08750091433623412,0.4231579280088818
0.05951631723231065,0.4231579280088818
0.07011635443640954,0.4231579280088818
